id,opp,oppBebouwd,hoogte,oppVerhouding,volVerhouding,volNieuw,volNieuwGem
239,534.28,426.1,8.219211,0.7975219,6.5550003,0.0,
240,106.05,101.61,12.25,0.9581329,11.737128,0.0,
241,7019.58,1197.65,5.046354,0.17061563,0.86098677,0.0,
242,2728.11,0.0,0.0,0.0,0.0,0.0,
243,235.85,110.54,10.04,0.4686877,4.705625,0.0,
244,454.05,151.51,5.945994,0.33368573,1.9840932,0.0,
245,1695.95,0.0,0.0,0.0,0.0,0.0,
246,120.73,53.98,8.66,0.44711336,3.872002,0.0,
247,312.52,170.99,11.29,0.547133,6.1771317,0.0,
248,182.38,0.0,0.0,0.0,0.0,0.0,
249,171.35,139.14,10.409474,0.81202215,8.4527235,0.0,
250,121.35,81.36,9.62,0.67045736,6.4497995,0.0,
251,4988.65,0.0,0.0,0.0,0.0,0.0,
252,151.51,83.46,10.08,0.55085474,5.5526156,0.0,
253,271.98,0.0,0.0,0.0,0.0,0.0,
254,634.32,231.25,5.612746,0.3645636,2.046203,0.0,
255,890.0,178.04,0.0,0.20004493,0.0,0.0,
256,115.95,67.41,8.65,0.5813713,5.0288615,0.0,
257,6068.13,0.0,0.0,0.0,0.0,0.0,
258,570.49,109.05,6.4422483,0.19115147,1.2314453,0.0,
259,329.63,101.09,0.0,0.30667716,0.0,0.0,
260,1996.41,227.35,0.0,0.11387941,0.0,0.0,
261,14626.81,0.0,0.0,0.0,0.0,0.0,
262,13703.27,0.0,0.0,0.0,0.0,0.0,
263,5551.73,0.0,0.0,0.0,0.0,0.0,
264,128.02,74.47,7.93,0.581706,4.6129284,0.0,
265,135.48,86.23,3.31,0.63647777,2.1067412,0.0,
266,273.73,93.7,9.68,0.34230807,3.3135424,0.0,
267,2461.35,0.0,0.0,0.0,0.0,0.0,
268,32815.77,66.03,10.02,0.0020121422,0.020161666,0.0,
269,892.12,162.51,7.1573243,0.18216158,1.3037895,0.0,
270,758.94,153.39,6.74,0.20211084,1.362227,0.0,
271,161.21,99.96,6.437584,0.62006074,3.991693,0.0,
272,147.21,81.16,6.38,0.55132127,3.5174296,0.0,
273,8673.95,0.0,0.0,0.0,0.0,0.0,
274,308.5,100.47,7.51,0.32567263,2.4458013,0.0,
275,252.32,79.26,10.11,0.3141249,3.175803,0.0,
276,671.96,162.48,7.21,0.2418001,1.7433788,0.0,
277,2808.27,0.0,0.0,0.0,0.0,0.0,
278,378.81,111.98,4.9720745,0.29560995,1.4697948,0.0,
279,186.72,95.64,1.0527227,0.5122108,0.5392159,0.0,
280,88.9,0.0,0.0,0.0,0.0,0.0,
281,13.81,0.0,0.0,0.0,0.0,0.0,
282,9673.91,0.0,0.0,0.0,0.0,0.0,
283,5374.79,0.0,0.0,0.0,0.0,0.0,
284,101.71,67.6,10.32,0.66463476,6.8590302,0.0,
285,663.7,138.5,1.89,0.20867862,0.39440256,0.0,
286,47597.08,0.0,0.0,0.0,0.0,0.0,
287,1242.38,0.0,0.0,0.0,0.0,0.0,
288,473.0,170.84,4.725069,0.3611839,1.706619,0.0,
289,742.66,145.46,8.47,0.19586353,1.6589642,0.0,
290,8624.71,25.49,2.48,0.0029554616,0.007329545,0.0,
291,318.04,118.72,10.84,0.37328637,4.0464244,0.0,
