shapeid,OIDN,oppPerceel,oppBebouwd,volume,hoogte,woongebied,woonvernie,woonuitbre,industrie,landbouw,zone,zoneId,Mobiscore,X,Y
"4409","980439",199.34,98.620000,1015.786000,10.300,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Nieuwendorpe,,NIJVERHEIDSKAAI,"18","7318",92658.3354310000,208149.3676100000
"4410","974359",174.66,73.740000,668.822000,9.070,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7984",93805.5713480000,209084.6152200000
"4411","982305",14.35,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7995",93651.9976870000,208437.9509300000
"4412","979780",936.67,272.520000,1618.210000,5.938,MOEIE,MOEIE,bebouwd,,,MOEIE,"16","7515",92620.9399750000,208693.4310800000
"4413","976803",123.69,128.770000,1258.083000,9.770,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7940",94117.5510010000,209169.7403300000
"4414","984944",814.09,113.230000,882.062000,7.790,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7715",95168.2216080000,208763.1359200000
"4415","977331",299.72,103.560000,951.040000,9.183,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94189.2532410000,208731.8019900000
"4416","985250",338.78,90.770000,829.638000,9.140,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7684",95186.2426700000,209069.2245300000
"4417","977589",704.12,188.420000,1386.771000,7.360,ST JANSDREEF,,,,,ST JANSDREEF,"23","7244",92883.5155230000,209557.5528500000
"4418","982638",1035.64,225.130000,1819.273000,8.081,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7787",95194.0912970000,208223.7256500000
"4419","985448",527.03,87.150000,686.742000,7.880,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7658",95245.3481270000,208443.6179000000
"4420","973991",586.86,162.090000,926.979000,5.719,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7865",93982.6833560000,209304.5363100000
"4421","980581",249.04,93.630000,831.105000,8.876,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7821",93538.0177040000,207712.9254300000
"4422","985898",26275.77,0.000000,0.000000,,,,,,Aardappelen,KRUISKENS,"11","6298",95379.1869760000,210186.5878300000
"4423","976761",61.23,61.230000,494.738000,8.080,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7907",94307.5624660000,209188.6716100000
"4424","978534",3034.39,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","6690",93396.0836200000,207116.3766100000
"4425","975868",1544.37,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,BOTERHOEK,"14","4889",91867.9365060000,212298.8566700000
"4426","980841",128.78,126.340000,301.953000,2.390,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7850",93639.8990410000,207964.0484300000
"4427","977575",117.93,117.930000,1138.025000,9.650,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7901",94401.5795990000,209123.3589300000
"4428","974166",178.00,145.290000,1005.577000,6.921,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7912",94146.7101190000,209295.2156700000
"4429","983979",2151.57,0.000000,0.000000,,,,,Pokmoere,Grasland,POKMOERE,"4","7426",94770.3897490000,207166.1048700000
"4430","978968",147.30,81.880000,811.431000,9.910,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8011",93623.7097120000,208500.0111300000
"4431","983446",3021.32,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HOGE BOSSTRAAT,"3","7533",95434.9899000000,207536.0751900000
"4432","975667",324.72,87.460000,502.895000,5.750,GALGENAKKER,,,,,GALGENAKKER,"22","7048",91946.7192630000,209670.8952700000
"4433","983223",204.20,91.550000,980.501000,10.710,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8060",94385.6705820000,208124.8980200000
"4434","983248",532.71,102.360000,648.526000,6.336,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7883",95066.2125420000,207916.1751900000
"4435","979152",590.47,143.650000,833.170000,5.800,,,,,,VELDEKEN,"6","7644",93526.9632750000,207620.3162300000
"4436","986225",370.72,119.630000,974.985000,8.150,ZANDVLEUGE,,,,Landbouwinfrastructuur,ZANDVLEUGE,"21","7397",93517.0297750000,209560.7177800000
"4437","986667",3961.80,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4811",93868.4452600000,212122.3997900000
"4438","985750",121.39,75.150000,730.458000,9.720,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7897",94586.1283170000,209138.9167800000
"4439","977467",393.79,119.630000,1216.637000,10.170,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7772",93278.0181790000,209174.3900200000
"4440","980490",16.32,14.970000,35.030000,2.340,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7850",93641.1412070000,207985.3664700000
"4441","974196",257.04,100.990000,1002.831000,9.930,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7871",94153.1459100000,209310.7453600000
"4442","986077",9454.99,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,SINT-JANS VELD,"12","5869",93588.8197740000,210458.5655700000
"4443","978372",35855.44,0.000000,0.000000,,GALGENAKKER,,,Bedrijventerrein uitbreiding Nieuwendorpe,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,NIJVERHEIDSKAAI WEST,"1","6394",91322.3850800000,208715.4093400000
"4444","982537",83.68,161.280000,1554.739000,9.640,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8001",93716.3068170000,208341.0258900000
"4445","974398",925.24,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7871",94049.9914450000,209368.9913600000
"4446","979129",2573.99,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","7589",93791.3365610000,207537.0185300000
"4447","981775",3.82,0.000000,0.000000,,WARME LANDEN,WARME LANDEN,vrijgeven voor 2007,,,WARME LANDEN,"26","7299",92312.0312490000,209237.5431100000
"4448","980189",2030.64,245.040000,1260.261000,5.143,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7047",91897.4247420000,209085.3929500000
"4449","977871",136.01,57.350000,514.789000,8.976,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7924",94350.3758050000,209018.7549600000
"4450","1071668",226.28,187.950000,2496.879000,13.285,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94041.4117020000,208192.4109100000
"4451","976365",2099.70,177.170000,1308.885000,7.388,BALGERHOEK,,,,,BALGERHOEK,"20","6111",91087.1559600000,210482.5766800000
"4452","982822",864.30,148.190000,748.359000,5.050,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7623",95019.0791980000,209372.2005500000
"4453","976211",450.37,518.360000,4260.919000,8.220,,,,,,BOTERHOEK,"14","5121",90562.8915780000,211917.7251400000
"4454","973896",165.54,116.300000,1376.992000,11.840,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7953",94059.9399170000,209156.4027200000
"4455","976461",124.13,72.520000,715.047000,9.860,BALGERHOEK,,,,,BALGERHOEK,"20","6096",90435.1104980000,210955.5159700000
"4456","981784",3253.08,1399.010000,6295.545000,4.500,WARME LANDEN,WARME LANDEN,,Brugsesteenweg,,WARME LANDEN,"26","7611",92990.4297940000,209178.6659700000
"4457","1071691",491.43,23.370000,51.881000,2.220,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94314.3779000000,208038.1473500000
"4458","983040",2119.34,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,POKMOERE,"4","7469",94282.3460780000,207213.4253100000
"4459","986928",5314.87,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4969",93851.1186790000,211308.9269400000
"4460","984574",13070.49,0.000000,0.000000,,,,,,Grasland,VROMBAUT,"9","6185",96317.8251200000,208968.5765000000
"4461","1447865",72.37,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8018",93945.1401720000,208449.4066800000
"4462","975831",499.68,138.140000,1091.603000,7.902,GALGENAKKER,,,,,GALGENAKKER,"22","6926",91765.6330150000,209853.8629500000
"4463","978982",144.14,79.470000,850.329000,10.700,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8065",94043.8274480000,208346.5861800000
"4464","975786",367.33,87.190000,517.909000,5.940,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","6952",91724.5372980000,209623.4253700000
"4465","984805",4585.88,0.000000,0.000000,,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7805",95144.2728390000,208149.5030700000
"4466","979150",5292.07,13.100000,0.000000,0.000,,,,,Grasland,VELDEKEN,"6","7356",93582.6136830000,207472.9743200000
"4467","986205",5529.86,19.070000,0.000000,0.000,ZANDVLEUGE,,,,,ZANDVLEUGE,"21","7526",93880.2964770000,209603.1013000000
"4468","981502",511.89,178.390000,588.687000,3.300,,,,Nieuwendorpe,,NIJVERHEIDSKAAI WEST,"1","6364",91998.6458800000,208312.9360500000
"4469","983853",2226.10,0.000000,0.000000,,,,,,Voedergewassen,OOSTVELD,"7","6815",96067.0653490000,207475.5810500000
"4470","978119",30.15,0.000000,0.000000,,GALGENAKKER,,,,Aardappelen,GALGENAKKER,"22","6979",91861.8462380000,208658.6389600000
"4471","975440",4762.42,842.510000,5496.023000,6.523,BALGERHOEK,,,,Grasland,BALGERHOEK,"20","6088",90957.9039920000,210825.5772300000
"4472","980297",884.79,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7876",93345.0413440000,208922.4401000000
"4473","1071492",367.75,80.020000,615.354000,7.690,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7624",95269.8510000000,208914.1297100000
"4474","982287",144.51,77.620000,870.120000,11.210,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7995",93664.5669440000,208429.4199500000
"4475","982930",177.82,93.360000,731.942000,7.840,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7700",94998.7742680000,207333.4606900000
"4476","976592",1306.33,309.450000,1283.813000,4.149,GALGENAKKER,,,Zeelaan - Kunstdal,,GALGENAKKER,"22","6625",91464.4679100000,210145.7424600000
"4477","976722",8.11,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7526",93758.7459830000,209512.1576500000
"4478","976776",38.83,60.020000,646.415000,10.770,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7898",94255.6093230000,209211.7542700000
"4479","980093",391.16,57.810000,466.527000,8.070,MOLENSTRAAT,,,Raverschootstraat,,MOLENSTRAAT,"27","7743",93170.7042220000,209073.2980500000
"4480","979075",345.38,102.780000,1091.524000,10.620,MOEIE,MOEIE,,Nieuwendorpe,,MOEIE,"16","7571",92969.0522870000,208463.4197400000
"4481","981701",442.96,17.320000,33.081000,1.910,,,,,,VELDEKEN,"6","7122",93128.0708540000,207464.3233600000
"4482","979979",353.24,157.360000,1059.636000,6.734,MOLENSTRAAT,,,Koning Albertstraat,,MOLENSTRAAT,"27","7920",93460.1961610000,208808.2051000000
"4483","978437",520.60,497.820000,1767.261000,3.550,,,,,,VELDEKEN,"6","7289",93322.1274490000,207485.0551300000
"4484","984913",6381.38,0.000000,0.000000,,,,,,Grasland,VROMBAUT,"9","6400",95958.7396310000,209159.7699800000
"4485","974666",626.88,134.800000,1135.016000,8.420,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","6694",91490.9454440000,209815.9961800000
"4486","983311",220.33,56.720000,391.397000,6.901,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8036",94566.4775150000,208169.0705700000
"4487","980856",373.55,215.290000,1392.228000,6.467,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Nieuwendorpe,,NIJVERHEIDSKAAI,"18","7341",92716.6826110000,207981.3494900000
"4488","986099",240.75,215.630000,657.671000,3.050,ZANDVLEUGE,,,,,ZANDVLEUGE,"21","7496",94001.0749520000,209605.2812700000
"4489","983338",167.05,65.410000,490.575000,7.500,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8033",94668.3927310000,208142.7571300000
"4490","980732",91.90,77.080000,880.254000,11.420,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94336.9075990000,208051.0400600000
"4491","980133",563.92,171.360000,1763.294000,10.290,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7425",92431.9955050000,208953.6004800000
"4492","976348",595.36,167.410000,1263.661000,7.548,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","6795",91565.2364690000,209787.7548700000
"4493","987038",19907.28,0.000000,0.000000,,,,,,Grasland,DE WAAI,"13","5300",95618.6439190000,211587.8106800000
"4494","986591",278.22,83.840000,847.622000,10.110,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7880",94388.7484800000,209257.3501000000
"4495","974022",139.54,101.310000,1123.528000,11.090,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","8013",93922.8645300000,208962.6200000000
"4496","986975",1260.92,654.500000,3329.944000,5.088,,,,,Landbouwinfrastructuur,MOERSTRAAT,"15","4967",93505.0090500000,211862.7408100000
"4497","975210",6996.40,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,BOTERHOEK,"14","5135",90494.0447460000,211979.0288600000
"4498","979260",2807.87,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","6427",92316.3073040000,207192.1174000000
"4499","984442",653.80,155.410000,1618.673000,10.416,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7717",95289.6099720000,208232.5883600000
"4500","982243",767.84,531.720000,3445.546000,6.480,,,,Leopoldlaan 1,,SINT-JANS VELD,"12","6809",91790.0962700000,210088.9286800000
"4501","980616",103.13,78.030000,700.297000,8.975,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94335.2203440000,208030.5446600000
"4502","983596",7546.55,0.000000,0.000000,,LEKESTRAAT   SCHAPERIJ,,,,"Granen, zaden en peulvruchten",OOSTVELD,"7","7344",95831.1503190000,207842.6946900000
"4503","976455",1641.55,305.760000,2778.061000,9.086,BALGERHOEK,,,,,BALGERHOEK,"20","6098",90506.8110070000,210904.8355600000
"4504","981886",1201.50,333.890000,2174.952000,6.514,GALGENAKKER,,,,,GALGENAKKER,"22","6654",91511.4291400000,210116.7984000000
"4505","981159",176.28,97.210000,837.950000,8.620,MOEIE,MOEIE,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOEIE,"16","7821",93500.3884380000,207794.8899100000
"4506","985547",133.73,78.200000,784.346000,10.030,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7916",94629.4827020000,208839.9717800000
"4507","978015",182.31,151.270000,1281.045000,8.469,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7924",94389.8656330000,208998.2999800000
"4508","976023",647.85,0.000000,0.000000,,,,,,Grasland,SINT-JANS VELD,"12","5576",92069.1126080000,211030.8396700000
"4509","976150",16889.46,0.000000,0.000000,,,,,,Grasland,BOTERHOEK,"14","5161",90972.2766450000,211367.8876000000
"4510","984778",1134.06,193.800000,1415.544000,7.304,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7518",95507.5308070000,208147.6892400000
"4511","974126",583.05,123.750000,664.946000,5.373,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7871",94003.9787440000,209338.5112100000
"4512","977614",142.44,79.300000,855.647000,10.790,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8050",94190.7772190000,208540.3071900000
"4513","976709",50.65,50.650000,520.682000,10.280,EEKLO CENTRUM,,,,,EEKLO CENTRUM,"17","8028",93932.0286100000,208587.6939900000
"4514","979892",823.83,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","7141",93655.5816080000,207393.3625400000
"4515","974212",96.02,67.260000,669.237000,9.950,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7871",94189.6917840000,209340.0015500000
"4516","979816",552.34,541.810000,3830.328000,7.070,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,Stationsstraat,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8063",94061.8172430000,208232.0863300000
"4517","979435",134.59,63.100000,632.262000,10.020,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8018",93738.1198460000,208438.4267400000
"4518","986602",181.35,168.780000,1338.522000,7.931,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7575",94840.7829080000,209443.6869200000
"4519","974839",1215.95,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","5153",92476.8357620000,211300.4680200000
"4520","1447991",156.01,101.210000,488.487000,4.826,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7781",93879.1695840000,209434.1219700000
"4521","976239",9661.76,51.240000,216.745000,4.230,,,,,Grasland,BOTERHOEK,"14","4776",91274.8620500000,212197.7795900000
"4522","986626",4673.79,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4996",92898.4497990000,211770.3848300000
"4523","974454",226.24,146.500000,1147.007000,7.829,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","8013",93716.3905570000,208992.8817000000
"4524","984966",631.18,191.580000,1213.906000,6.336,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7776",95087.7854690000,208998.9664200000
"4525","983369",196.37,74.970000,594.512000,7.930,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8033",94692.8565900000,208183.3792900000
"4526","975094",597.75,252.050000,2347.540000,9.314,BALGERHOEK,,,,,BALGERHOEK,"20","6225",90689.6337440000,210596.8602200000
"4527","977981",149.12,80.570000,755.747000,9.380,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7925",94574.3903920000,208900.6216200000
"4528","979242",215.75,216.320000,2742.938000,12.680,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Tieltsesteenweg 2,,NIJVERHEIDSKAAI,"18","7472",92918.1919710000,208137.7035500000
"4529","975042",222.69,48.630000,266.006000,5.470,,,,,,BOTERHOEK,"14","4866",91569.5245650000,212389.8285400000
"4530","977302",299.91,103.920000,951.454000,9.156,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94191.0859260000,208719.7373800000
"4531","987112",452.27,112.630000,838.197000,7.442,ZANDVLEUGE,,,,,ZANDVLEUGE,"21","7783",94111.0951110000,209485.9982200000
"4532","975278",508.56,165.570000,1322.219000,7.986,WARME LANDEN,WARME LANDEN,bebouwd,,,WARME LANDEN,"26","7467",92726.9246850000,209351.6054400000
"4533","979600",3056.43,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5380",92440.3875320000,206229.5202000000
"4534","977564",60.68,63.070000,657.820000,10.430,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7875",93417.0466890000,209004.7224800000
"4535","976567",1613.35,134.410000,1051.086000,7.820,GALGENAKKER,,,,,GALGENAKKER,"22","6990",92085.6685140000,209810.3745500000
"4536","982767",109.23,109.230000,945.932000,8.660,,,,,,MOERSTRAAT,"15","5948",94311.3266010000,211583.2168500000
"4537","986625",5377.28,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","5252",92876.4304130000,211256.8635200000
"4538","982256",4770.97,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","5385",92396.9965880000,211270.2544600000
"4539","975840",396.39,73.910000,424.982000,5.750,GALGENAKKER,,,,,GALGENAKKER,"22","7009",91830.7135180000,209573.8628700000
"4540","986190",377.48,96.040000,989.212000,10.300,ZANDVLEUGE,,,,,ZANDVLEUGE,"21","7778",94049.8184100000,209500.2708900000
"4541","975621",3186.46,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,BOTERHOEK,"14","4859",91541.0146500000,211924.0355200000
"4542","982376",119.56,64.090000,515.284000,8.040,MOEIE,MOEIE,,,,MOEIE,"16","7959",93507.6826290000,208405.0996800000
"4543","976553",3221.67,1649.060000,8791.818000,5.331,,,,,Landbouwinfrastructuur,SINT-JANS VELD,"12","6016",91779.5947850000,210784.4574300000
"4544","977628",215.04,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7635",93130.7577130000,209392.7648700000
"4545","978776",1827.76,152.500000,1257.723000,8.247,GALGENAKKER,,,Bedrijventerrein uitbreiding Nieuwendorpe,,GALGENAKKER,"22","6344",91222.4836800000,209113.2941900000
"4546","983546",4433.45,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HOGE BOSSTRAAT,"3","7609",95293.6288430000,207388.5981400000
"4547","1447987",143.44,71.010000,408.494000,5.753,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7781",93903.8295070000,209422.7868600000
"4548","980744",165.35,70.100000,729.741000,10.410,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8023",94320.5812420000,207953.8203800000
"4549","980335",31.93,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8028",93787.0553180000,208566.8563600000
"4550","975067",1241.44,0.000000,0.000000,,BALGERHOEK,,,,,BALGERHOEK,"20","6166",90885.0429970000,210613.8358900000
"4551","985699",510.25,133.880000,996.818000,7.446,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7687",94918.0026250000,209340.8969600000
"4552","979089",5321.14,0.000000,0.000000,,MOEIE,MOEIE,,,Grasland,MOEIE,"16","7360",92994.9127890000,207719.7301800000
"4553","986617",4628.92,207.030000,950.268000,4.590,,,,,Grasland,MOERSTRAAT,"15","5000",93112.9844930000,211494.1610800000
"4554","986413",1123.08,271.670000,1704.667000,6.275,ZANDVLEUGE,KERKSTRAAT   ROZE,,,,ZANDVLEUGE,"21","7575",94741.1794440000,209462.0108400000
"4555","983512",628.57,136.050000,1259.823000,9.260,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7559",95593.1891170000,207976.3540200000
"4556","975178",288.61,94.850000,511.330000,5.391,GALGENAKKER,,,,,GALGENAKKER,"22","7009",91810.1489430000,209646.4554000000
"4557","974209",212.25,90.770000,954.900000,10.520,EEKLO CENTRUM,,,,,EEKLO CENTRUM,"17","7947",93547.2949930000,208891.6176000000
"4558","986663",2838.52,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4944",93821.9750890000,211928.4718100000
"4559","979482",806.30,229.700000,1288.659000,5.610,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7869",93744.3925510000,207873.5686900000
"4560","978160",51.54,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7746",93292.3074800000,209213.0965200000
"4561","980954",234.96,168.580000,2031.389000,12.050,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,Stationsstraat,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8065",94074.0293290000,208325.9995700000
"4562","978627",226.27,110.070000,813.953000,7.395,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7772",93205.5695880000,209136.7379200000
"4563","975099",708.87,172.950000,1363.538000,7.884,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7048",92123.7744750000,209718.5094400000
"4564","974842",1697.71,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,BOTERHOEK,"14","4899",91874.6039480000,212099.5363200000
"4565","981404",307.30,141.720000,914.901000,6.456,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Nieuwendorpe,,NIJVERHEIDSKAAI,"18","7302",92654.3565810000,207956.5914700000
"4566","983758",4759.61,41.800000,127.908000,3.060,,,,,,OOSTVELDSTRAAT,"2","6917",96375.4687830000,208426.5769200000
"4567","975033",3167.87,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","5396",92490.7238590000,211130.7691100000
